S.No,Party Name,Date,Due Date,Total Amount,Balance,Type,Status
4151,Business Partner 24,10/03/2026,04/05/2026,7478,2251.68,Sales Invoice,Partially Paid
4152,Business Partner 34,25/06/2024,01/07/2024,275337,260889.27,Payment,Order Overdue
4153,Business Partner 16,07/04/2024,18/05/2024,105932,63889.98,Sales Invoice,Order Overdue
4154,Business Partner 06,07/06/2024,23/06/2024,212000,2086.83,Purchase Order,Paid
4155,Business Partner 19,31/10/2024,06/11/2024,343030,335788.2,Credit Note,Overdue
4156,Business Partner 10,10/05/2026,27/07/2026,380782,284441.47,Purchase Order,Partially Paid
4157,Business Partner 48,29/10/2025,21/01/2026,119923,102283.17,Payment,Order Overdue
4158,Business Partner 05,10/08/2024,17/09/2024,62975,1050.59,Debit Note,Order Overdue
4159,Business Partner 32,25/11/2024,14/12/2024,473453,300911.47,Debit Note,Overdue
4160,Business Partner 09,03/02/2024,18/04/2024,322334,174107.48,Payment,Overdue
4161,Business Partner 20,12/06/2024,05/09/2024,493737,344280.23,Payment,Paid
4162,Business Partner 22,27/09/2025,26/12/2025,341244,51641.02,Debit Note,Pending
4163,Business Partner 15,10/12/2024,08/01/2025,17242,9831.87,Credit Note,Overdue
4164,Business Partner 28,15/09/2025,28/09/2025,327309,308743.12,Debit Note,Order Overdue
4165,Business Partner 26,08/05/2024,19/07/2024,493917,482440.84,Debit Note,Paid
4166,Business Partner 42,27/05/2026,13/07/2026,211920,113154.28,Purchase Order,Paid
4167,Business Partner 31,05/11/2025,21/12/2025,129977,81618.74,Purchase Order,Overdue
4168,Business Partner 40,22/02/2025,15/04/2025,53693,50280.66,Credit Note,Order Overdue
4169,Business Partner 22,06/05/2025,25/05/2025,398250,304454.67,Payment,Paid
4170,Business Partner 20,10/09/2024,19/10/2024,258295,66543.89,Sales Invoice,Partially Paid
4171,Business Partner 15,15/03/2024,07/06/2024,102801,49566.72,Debit Note,Partially Paid
4172,Business Partner 26,09/04/2024,10/04/2024,28173,13979.46,Credit Note,Pending
4173,Business Partner 42,22/06/2024,01/07/2024,261219,258758.15,Payment,Paid
4174,Business Partner 15,05/03/2025,16/03/2025,398184,229194.21,Sales Invoice,Paid
4175,Business Partner 10,12/12/2025,23/01/2026,437902,272381.06,Debit Note,Order Overdue
4176,Business Partner 47,13/03/2024,27/05/2024,104953,54117.59,Sales Invoice,Pending
4177,Business Partner 30,11/02/2024,06/03/2024,157379,115164.04,Payment,Partially Paid
4178,Business Partner 18,16/05/2026,12/07/2026,151266,83188.76,Purchase Order,Partially Paid
4179,Business Partner 32,17/03/2025,20/03/2025,233747,175261.73,Debit Note,Overdue
4180,Business Partner 09,04/03/2026,01/04/2026,166262,164008.33,Purchase Order,Overdue
4181,Business Partner 27,25/11/2024,04/12/2024,408577,309315.5,Purchase Order,Overdue
4182,Business Partner 41,04/02/2024,02/05/2024,293218,250212.33,Payment,Paid
4183,Business Partner 31,12/12/2025,11/01/2026,345672,57540.11,Debit Note,Order Overdue
4184,Business Partner 23,21/03/2024,24/04/2024,185379,71097.79,Payment,Paid
4185,Business Partner 39,13/04/2026,22/04/2026,293733,233454.83,Debit Note,Paid
4186,Business Partner 23,20/12/2024,27/02/2025,390015,30832.14,Purchase Order,Partially Paid
4187,Business Partner 29,23/09/2024,27/10/2024,377603,302371.91,Credit Note,Partially Paid
4188,Business Partner 16,08/09/2025,02/12/2025,62327,57454.62,Purchase Order,Overdue
4189,Business Partner 31,03/01/2024,09/01/2024,150451,1701.29,Sales Invoice,Paid
4190,Business Partner 46,14/11/2024,24/12/2024,469078,146238.93,Debit Note,Partially Paid
4191,Business Partner 02,18/02/2026,21/03/2026,317778,293347.04,Debit Note,Pending
4192,Business Partner 12,24/03/2024,01/06/2024,13652,9296.64,Debit Note,Overdue
4193,Business Partner 26,26/02/2026,18/03/2026,403223,378937.54,Purchase Order,Pending
4194,Business Partner 33,15/01/2025,25/03/2025,291813,116532.66,Payment,Paid
4195,Business Partner 43,31/03/2025,07/06/2025,284369,3539.7,Credit Note,Partially Paid
4196,Business Partner 11,14/09/2025,12/12/2025,178181,16133.05,Credit Note,Partially Paid
4197,Business Partner 45,23/03/2025,21/06/2025,315736,65245.77,Sales Invoice,Pending
4198,Business Partner 22,08/01/2026,02/03/2026,70285,14063.15,Sales Invoice,Order Overdue
4199,Business Partner 30,03/11/2024,06/12/2024,446647,9229.97,Debit Note,Paid
4200,Business Partner 49,26/02/2026,22/04/2026,256528,10920.78,Debit Note,Order Overdue
4201,Business Partner 31,13/02/2024,29/04/2024,89178,3658.64,Purchase Order,Order Overdue
4202,Business Partner 45,21/09/2025,02/10/2025,284561,238773.91,Payment,Pending
4203,Business Partner 06,04/04/2024,29/04/2024,357908,306426.11,Sales Invoice,Overdue
4204,Business Partner 25,12/04/2024,24/04/2024,176786,94954.21,Debit Note,Partially Paid
4205,Business Partner 36,18/02/2024,01/04/2024,86463,69200.01,Sales Invoice,Pending
4206,Business Partner 43,02/05/2024,16/05/2024,312426,205013.25,Purchase Order,Partially Paid
4207,Business Partner 30,28/03/2026,23/06/2026,353445,349128.91,Sales Invoice,Paid
4208,Business Partner 21,19/08/2024,03/11/2024,475472,223654.3,Purchase Order,Overdue
4209,Business Partner 31,06/10/2024,21/11/2024,373856,104124.85,Credit Note,Paid
4210,Business Partner 35,26/11/2025,20/02/2026,406052,55867.33,Sales Invoice,Paid
4211,Business Partner 29,07/02/2026,15/02/2026,152663,59599.87,Purchase Order,Order Overdue
4212,Business Partner 37,13/12/2024,13/01/2025,303293,82586.48,Credit Note,Overdue
4213,Business Partner 27,15/05/2024,06/07/2024,95268,23645.25,Debit Note,Overdue
4214,Business Partner 01,07/01/2025,05/02/2025,8135,1121.56,Credit Note,Paid
4215,Business Partner 48,01/07/2025,08/08/2025,9621,1248.23,Credit Note,Order Overdue
4216,Business Partner 29,07/01/2024,03/02/2024,476450,184987.25,Credit Note,Paid
4217,Business Partner 22,12/04/2026,18/04/2026,207239,49012.86,Credit Note,Overdue
4218,Business Partner 16,20/03/2025,21/03/2025,195492,8604.93,Debit Note,Paid
4219,Business Partner 42,10/10/2025,03/12/2025,140451,117616.43,Debit Note,Order Overdue
4220,Business Partner 38,03/05/2024,04/05/2024,451668,97720.9,Purchase Order,Order Overdue
4221,Business Partner 08,17/06/2024,24/06/2024,423310,313579.55,Purchase Order,Pending
4222,Business Partner 24,18/05/2024,20/05/2024,319929,83914.92,Sales Invoice,Pending
4223,Business Partner 50,16/04/2025,02/06/2025,299017,139787.73,Debit Note,Partially Paid
4224,Business Partner 15,28/05/2026,11/06/2026,302191,196202.72,Sales Invoice,Overdue
4225,Business Partner 03,20/02/2024,09/05/2024,376708,200953.44,Purchase Order,Pending
4226,Business Partner 30,23/12/2024,24/02/2025,490918,144956.19,Payment,Partially Paid
4227,Business Partner 18,07/10/2025,21/12/2025,72860,3194.53,Payment,Order Overdue
4228,Business Partner 39,15/10/2024,11/01/2025,150586,139401.81,Sales Invoice,Order Overdue
4229,Business Partner 06,07/05/2024,17/07/2024,9540,6016.13,Purchase Order,Order Overdue
4230,Business Partner 39,02/02/2025,18/03/2025,330908,115947.18,Sales Invoice,Partially Paid
4231,Business Partner 19,19/02/2026,02/04/2026,209738,205616.84,Sales Invoice,Pending
4232,Business Partner 39,24/03/2026,19/06/2026,195508,29210.47,Credit Note,Order Overdue
4233,Business Partner 32,23/02/2024,03/04/2024,367692,149798.17,Purchase Order,Pending
4234,Business Partner 27,15/04/2024,07/06/2024,441588,61619.09,Debit Note,Overdue
4235,Business Partner 02,03/04/2025,04/04/2025,156363,70192.87,Sales Invoice,Overdue
4236,Business Partner 26,17/01/2024,02/02/2024,104148,36797.52,Purchase Order,Partially Paid
4237,Business Partner 33,08/01/2025,11/01/2025,38227,14314.44,Sales Invoice,Paid
4238,Business Partner 05,27/03/2025,25/04/2025,357196,259265.61,Purchase Order,Overdue
4239,Business Partner 32,08/04/2026,20/04/2026,166692,70551.85,Payment,Order Overdue
4240,Business Partner 29,08/08/2025,15/08/2025,196779,25374.37,Payment,Partially Paid
4241,Business Partner 05,02/08/2024,02/09/2024,310712,101415.54,Credit Note,Order Overdue
4242,Business Partner 17,27/02/2024,27/05/2024,197805,191599.69,Payment,Pending
4243,Business Partner 07,27/11/2025,06/01/2026,365063,342782.87,Credit Note,Order Overdue
4244,Business Partner 04,22/11/2024,19/01/2025,65544,37535.05,Purchase Order,Order Overdue
4245,Business Partner 41,12/08/2025,19/10/2025,209593,91115.78,Payment,Overdue
4246,Business Partner 38,07/08/2024,30/09/2024,174066,67597.36,Purchase Order,Order Overdue
4247,Business Partner 16,18/07/2024,28/08/2024,375070,227769.97,Payment,Order Overdue
4248,Business Partner 30,09/02/2025,20/04/2025,4625,1730.93,Credit Note,Paid
4249,Business Partner 50,09/07/2024,09/08/2024,392167,272189.38,Credit Note,Paid
4250,Business Partner 35,28/09/2024,29/10/2024,449548,2687.92,Purchase Order,Order Overdue
4251,Business Partner 12,16/06/2024,19/06/2024,317392,114223.26,Credit Note,Pending
4252,Business Partner 14,13/07/2024,31/07/2024,362865,256352.58,Credit Note,Pending
4253,Business Partner 44,16/05/2024,11/06/2024,297496,296987.73,Credit Note,Partially Paid
4254,Business Partner 17,10/02/2024,04/03/2024,456384,255881.28,Sales Invoice,Partially Paid
4255,Business Partner 16,20/02/2026,12/03/2026,428544,169181.93,Credit Note,Overdue
4256,Business Partner 40,30/05/2026,13/08/2026,343224,64125.11,Sales Invoice,Overdue
4257,Business Partner 31,30/08/2024,17/11/2024,490187,347595.82,Sales Invoice,Order Overdue
4258,Business Partner 22,29/10/2025,16/11/2025,25502,3485.12,Sales Invoice,Paid
4259,Business Partner 37,06/04/2024,08/05/2024,362098,359047.44,Purchase Order,Overdue
4260,Business Partner 40,12/07/2024,10/08/2024,400059,319397.6,Debit Note,Partially Paid
4261,Business Partner 19,21/05/2024,17/06/2024,156672,77496.87,Purchase Order,Order Overdue
4262,Business Partner 38,21/06/2025,10/07/2025,467332,284188.28,Credit Note,Partially Paid
4263,Business Partner 21,01/06/2026,11/06/2026,173100,145878.49,Payment,Pending
4264,Business Partner 25,28/02/2024,24/04/2024,170663,74480.32,Debit Note,Order Overdue
4265,Business Partner 05,25/07/2024,03/10/2024,116939,14537.52,Purchase Order,Overdue
4266,Business Partner 19,08/09/2024,05/10/2024,354073,54784.11,Credit Note,Pending
4267,Business Partner 09,19/05/2025,15/07/2025,246072,114881.7,Sales Invoice,Paid
4268,Business Partner 27,13/01/2026,18/03/2026,367919,353235.53,Credit Note,Overdue
4269,Business Partner 20,17/01/2026,19/03/2026,15825,14646.24,Credit Note,Paid
4270,Business Partner 14,25/07/2025,09/09/2025,28451,6772.48,Purchase Order,Partially Paid
4271,Business Partner 40,16/11/2024,07/12/2024,328105,165175.72,Payment,Pending
4272,Business Partner 41,21/10/2024,31/10/2024,382642,315332.05,Credit Note,Partially Paid
4273,Business Partner 47,24/02/2024,11/03/2024,471709,233995.49,Purchase Order,Overdue
4274,Business Partner 31,11/03/2026,26/04/2026,266467,44501.18,Credit Note,Overdue
4275,Business Partner 09,15/01/2025,28/03/2025,486492,1177.48,Credit Note,Pending
4276,Business Partner 01,12/05/2026,17/05/2026,129508,91508.86,Sales Invoice,Order Overdue
4277,Business Partner 43,31/12/2024,22/03/2025,445045,353303.55,Credit Note,Partially Paid
4278,Business Partner 27,16/01/2026,25/01/2026,149229,85609.18,Payment,Partially Paid
4279,Business Partner 39,12/05/2025,02/08/2025,308336,64400.84,Debit Note,Pending
4280,Business Partner 38,16/12/2025,27/02/2026,357196,173027.62,Debit Note,Order Overdue
4281,Business Partner 46,11/10/2024,26/12/2024,414974,32113.51,Debit Note,Order Overdue
4282,Business Partner 28,05/02/2024,20/04/2024,389021,241278.94,Payment,Partially Paid
4283,Business Partner 01,06/06/2026,12/07/2026,314112,220569.53,Sales Invoice,Pending
4284,Business Partner 27,04/03/2026,28/04/2026,156503,33879.49,Sales Invoice,Pending
4285,Business Partner 38,20/09/2024,07/11/2024,54178,7084.44,Sales Invoice,Order Overdue
4286,Business Partner 38,21/12/2025,27/02/2026,423356,275569.41,Purchase Order,Partially Paid
4287,Business Partner 40,22/10/2024,01/01/2025,490048,166339.07,Payment,Paid
4288,Business Partner 01,17/12/2025,26/12/2025,96657,66215.46,Credit Note,Pending
4289,Business Partner 09,16/07/2024,29/09/2024,279425,196491.38,Payment,Overdue
4290,Business Partner 20,25/06/2024,14/09/2024,85733,29235.63,Credit Note,Order Overdue
4291,Business Partner 45,18/05/2025,26/05/2025,445200,228562.04,Debit Note,Order Overdue
4292,Business Partner 10,11/05/2024,06/06/2024,237061,124660.8,Debit Note,Overdue
4293,Business Partner 04,03/12/2024,25/02/2025,287604,279703.84,Payment,Paid
4294,Business Partner 25,18/06/2025,24/06/2025,202546,141281.6,Sales Invoice,Partially Paid
4295,Business Partner 37,19/10/2025,05/12/2025,211141,64598.03,Debit Note,Order Overdue
4296,Business Partner 35,09/06/2026,13/07/2026,206214,5052.54,Payment,Order Overdue
4297,Business Partner 28,04/12/2025,29/01/2026,327910,88319.12,Credit Note,Pending
4298,Business Partner 44,08/07/2025,07/08/2025,2943,2520.14,Credit Note,Pending
4299,Business Partner 13,08/02/2025,23/02/2025,27578,23149.27,Purchase Order,Order Overdue
4300,Business Partner 10,03/03/2025,13/03/2025,202426,81127.5,Purchase Order,Paid
4301,Business Partner 27,26/11/2024,10/01/2025,473314,150824.3,Credit Note,Order Overdue
4302,Business Partner 27,11/10/2024,22/11/2024,262757,174867.33,Debit Note,Overdue
4303,Business Partner 21,01/12/2024,15/01/2025,466812,230386.87,Purchase Order,Pending
4304,Business Partner 17,26/04/2025,20/06/2025,144968,829.34,Purchase Order,Overdue
4305,Business Partner 34,02/04/2025,15/05/2025,274164,215738.69,Credit Note,Order Overdue
4306,Business Partner 09,25/10/2024,20/01/2025,31141,11130.21,Credit Note,Overdue
4307,Business Partner 23,18/09/2024,29/10/2024,56842,8748.34,Payment,Partially Paid
4308,Business Partner 17,11/03/2024,15/05/2024,309663,189396.81,Payment,Paid
4309,Business Partner 10,31/03/2026,25/04/2026,106691,56469.8,Debit Note,Overdue
4310,Business Partner 02,08/06/2025,07/07/2025,439565,139903.61,Credit Note,Paid
4311,Business Partner 47,06/03/2024,02/05/2024,11422,10946.06,Credit Note,Pending
4312,Business Partner 03,29/09/2025,06/11/2025,425615,398635.18,Sales Invoice,Pending
4313,Business Partner 33,20/10/2025,11/12/2025,32857,5696.04,Payment,Paid
4314,Business Partner 35,18/09/2025,25/11/2025,118093,3589.65,Debit Note,Partially Paid
4315,Business Partner 48,11/03/2024,07/04/2024,142093,94914.35,Purchase Order,Order Overdue
4316,Business Partner 50,19/03/2025,08/06/2025,35714,29416.64,Credit Note,Order Overdue
4317,Business Partner 32,07/06/2026,19/08/2026,461136,224563.39,Payment,Partially Paid
4318,Business Partner 10,22/07/2025,25/08/2025,58417,12252.67,Credit Note,Order Overdue
4319,Business Partner 18,23/06/2025,24/06/2025,157669,50102.98,Purchase Order,Overdue
4320,Business Partner 14,28/12/2024,14/02/2025,395155,273171.28,Payment,Order Overdue
4321,Business Partner 01,09/08/2025,19/09/2025,262234,167887.4,Sales Invoice,Order Overdue
4322,Business Partner 17,24/11/2025,26/11/2025,466709,157179.37,Debit Note,Paid
4323,Business Partner 09,04/11/2025,29/12/2025,1571,264.85,Debit Note,Partially Paid
4324,Business Partner 18,30/05/2024,21/08/2024,458133,370511.49,Purchase Order,Pending
4325,Business Partner 06,28/12/2024,05/03/2025,315816,307907.09,Sales Invoice,Partially Paid
4326,Business Partner 34,14/10/2024,31/12/2024,442204,385161.61,Credit Note,Pending
4327,Business Partner 20,06/06/2024,11/06/2024,120200,11583.56,Credit Note,Overdue
4328,Business Partner 31,19/10/2024,26/12/2024,230001,105863.91,Debit Note,Partially Paid
4329,Business Partner 08,03/11/2025,12/12/2025,35966,18468.01,Credit Note,Partially Paid
4330,Business Partner 44,19/06/2025,09/07/2025,106626,393.83,Debit Note,Pending
4331,Business Partner 39,23/11/2024,13/02/2025,273629,239094.82,Debit Note,Partially Paid
4332,Business Partner 07,07/08/2025,29/09/2025,84452,20664.78,Sales Invoice,Pending
4333,Business Partner 28,01/02/2024,23/04/2024,190055,137328.34,Credit Note,Order Overdue
4334,Business Partner 49,13/10/2024,03/11/2024,241777,101543.92,Credit Note,Partially Paid
4335,Business Partner 34,02/08/2024,14/08/2024,446281,438332.81,Sales Invoice,Paid
4336,Business Partner 25,16/02/2025,11/03/2025,443197,261643.78,Purchase Order,Partially Paid
4337,Business Partner 06,11/04/2026,17/06/2026,485087,433436.16,Purchase Order,Overdue
4338,Business Partner 35,27/05/2025,15/06/2025,155613,121213.1,Credit Note,Partially Paid
4339,Business Partner 22,30/07/2025,07/09/2025,218222,135921.22,Debit Note,Paid
4340,Business Partner 27,05/06/2024,05/07/2024,71001,32672.4,Sales Invoice,Pending
4341,Business Partner 42,30/04/2025,15/05/2025,237092,148105.16,Debit Note,Paid
4342,Business Partner 10,24/06/2024,23/07/2024,248215,168614.85,Debit Note,Paid
4343,Business Partner 03,26/12/2025,18/02/2026,166862,137481.28,Debit Note,Overdue
4344,Business Partner 04,18/11/2025,27/01/2026,148098,119947.5,Credit Note,Order Overdue
4345,Business Partner 21,21/12/2025,23/01/2026,38015,23839.96,Credit Note,Overdue
4346,Business Partner 32,17/11/2024,27/12/2024,107181,63595.68,Purchase Order,Order Overdue
4347,Business Partner 35,01/10/2025,27/12/2025,21862,18429.51,Sales Invoice,Overdue
4348,Business Partner 33,08/03/2024,22/04/2024,306757,19878.46,Credit Note,Order Overdue
4349,Business Partner 04,25/07/2025,07/10/2025,159597,58986.08,Debit Note,Overdue
4350,Business Partner 11,18/02/2025,29/04/2025,111151,56189.94,Debit Note,Order Overdue
4351,Business Partner 29,24/02/2025,22/03/2025,276316,6314.96,Sales Invoice,Paid
4352,Business Partner 44,05/05/2025,25/06/2025,42562,6424.21,Debit Note,Overdue
4353,Business Partner 44,21/04/2024,14/05/2024,61039,57111.4,Debit Note,Paid
4354,Business Partner 41,20/05/2026,01/07/2026,388043,34231.51,Debit Note,Paid
4355,Business Partner 10,03/08/2025,24/10/2025,414721,223957.8,Credit Note,Paid
4356,Business Partner 33,24/02/2026,13/03/2026,428546,346445.78,Credit Note,Paid
4357,Business Partner 26,01/02/2025,18/04/2025,20214,17648.37,Purchase Order,Overdue
4358,Business Partner 38,15/05/2024,12/06/2024,253207,197333.27,Debit Note,Order Overdue
4359,Business Partner 10,31/01/2025,11/04/2025,319083,285089.68,Sales Invoice,Partially Paid
4360,Business Partner 46,07/06/2025,30/08/2025,488428,414937.83,Payment,Order Overdue
4361,Business Partner 30,17/02/2024,19/03/2024,375262,118651.4,Credit Note,Overdue
4362,Business Partner 21,16/04/2025,20/06/2025,323009,133650.05,Debit Note,Pending
4363,Business Partner 13,12/12/2024,26/01/2025,363029,161943.99,Credit Note,Overdue
4364,Business Partner 16,27/01/2026,08/02/2026,402574,68763.06,Sales Invoice,Paid
4365,Business Partner 21,03/12/2024,15/01/2025,332415,14196.81,Payment,Overdue
4366,Business Partner 44,03/02/2024,19/03/2024,67573,43497.24,Debit Note,Overdue
